,Id,tm_Id,Name,Team,Nationality,Date of Birth,Height,Strong Foot,Position,Joined,Contract Expires,Followers
143424,1068,143424,Alex Oxlade-Chamberlain,Liverpool FC,England,"Aug 15, 1993","1,75 m",right,Midfielder - Central Midfield,"Aug 31, 2017",30.06.2023,4736392
3333,1069,3333,James Milner,Liverpool FC,England,"Jan 4, 1986","1,75 m",right,Midfielder - Central Midfield,"Jul 1, 2015",30.06.2022,2803179
43530,1070,43530,Adam Lallana,Liverpool FC,England,"May 10, 1988","1,72 m",both,Midfielder - Attacking Midfield,"Jul 1, 2014",30.06.2020,1982738
200512,1071,200512,Sadio Mané,Liverpool FC,Senegal,"Apr 10, 1992","1,74 m",right,Forward - Left Winger,"Jul 1, 2016",30.06.2023,6925567
165793,1072,165793,Takumi Minamino,Liverpool FC,Japan,"Jan 16, 1995","1,74 m",right,Forward - Left Winger,"Jan 1, 2020",30.06.2024,no info
148455,1073,148455,Mohamed Salah,Liverpool FC,Egypt,"Jun 15, 1992","1,75 m",left,Forward - Right Winger,"Jul 1, 2017",30.06.2023,37314187
86792,1074,86792,Xherdan Shaqiri,Liverpool FC,Switzerland Kosovo,"Oct 10, 1991","1,69 m",left,Forward - Right Winger,"Jul 13, 2018",30.06.2023,2646161
131789,1075,131789,Roberto Firmino,Liverpool FC,Brazil,"Oct 2, 1991","1,81 m",right,Forward - Centre-Forward,"Jul 1, 2015",30.06.2023,12914406
148368,1076,148368,Divock Origi,Liverpool FC,Belgium Kenya,"Apr 18, 1995","1,85 m",right,Forward - Centre-Forward,"Jul 29, 2014",30.06.2024,2053767
17965,1077,17965,Hugo Lloris,Tottenham Hotspur,France,"Dec 26, 1986","1,88 m",left,Goalkeeper,"Aug 31, 2012",30.06.2022,no info
195488,1078,195488,Paulo Gazzaniga,Tottenham Hotspur,Argentina Italy,"Jan 2, 1992","1,95 m",right,Goalkeeper,"Aug 23, 2017",30.06.2022,256979
26276,1079,26276,Michel Vorm,Tottenham Hotspur,Netherlands Suriname,"Oct 20, 1983","1,83 m",right,Goalkeeper,"Oct 14, 2019",30.06.2020,140175
341429,1080,341429,Davinson Sánchez,Tottenham Hotspur,Colombia,"Jun 12, 1996","1,87 m",right,Defender - Centre-Back,"Aug 23, 2017",30.06.2024,601447
42710,1081,42710,Toby Alderweireld,Tottenham Hotspur,Belgium,"Mar 2, 1989","1,86 m",right,Defender - Centre-Back,"Jul 8, 2015",30.06.2023,480097
43250,1082,43250,Jan Vertonghen,Tottenham Hotspur,Belgium,"Apr 24, 1987","1,89 m",left,Defender - Centre-Back,"Jul 12, 2012",30.06.2020,917884
480763,1083,480763,Juan Foyth,Tottenham Hotspur,Argentina Spain,"Jan 12, 1998","1,87 m",right,Defender - Centre-Back,"Aug 30, 2017",30.06.2022,567542
346478,1084,346478,Japhet Tanganga,Tottenham Hotspur,England DR Congo,"Mar 31, 1999","1,84 m",right,Defender - Centre-Back,"Jan 1, 2020",30.06.2020,72788
192765,1085,192765,Ben Davies,Tottenham Hotspur,Wales,"Apr 24, 1993","1,81 m",left,Defender - Left-Back,"Jul 23, 2014",30.06.2024,267228
127032,1086,127032,Serge Aurier,Tottenham Hotspur,Cote d'Ivoire,"Dec 24, 1992","1,76 m",right,Defender - Right-Back,"Aug 31, 2017",30.06.2022,985760
175722,1087,175722,Eric Dier,Tottenham Hotspur,England Portugal,"Jan 15, 1994","1,88 m",right,Midfielder - Defensive Midfield,"Jul 31, 2014",30.06.2021,831476
77760,1088,77760,Victor Wanyama,Montreal Impact,Kenya,"Jun 25, 1991","1,84 m",right,Midfielder - Defensive Midfield,"Mar 3, 2020",31.12.2022,438248
406638,1089,406638,Oliver Skipp,Tottenham Hotspur,England,"Sep 16, 2000","1,75 m",right,Midfielder - Defensive Midfield,"Jul 1, 2018",30.06.2021,62045
450936,1090,450936,Tanguy Ndombélé,Tottenham Hotspur,France DR Congo,"Dec 28, 1996","1,81 m",right,Midfielder - Central Midfield,"Jul 2, 2019",30.06.2025,441770
348795,1091,348795,Giovani Lo Celso,Tottenham Hotspur,Argentina Italy,"Apr 9, 1996","1,77 m",left,Midfielder - Central Midfield,"Aug 8, 2019",30.06.2025,1146203
249126,1092,249126,Harry Winks,Tottenham Hotspur,England,"Feb 2, 1996","1,78 m",right,Midfielder - Central Midfield,"Jul 1, 2016",30.06.2024,470197
46001,1093,46001,Moussa Sissoko,Tottenham Hotspur,France Mali,"Aug 16, 1989","1,87 m",right,Midfielder - Central Midfield,"Aug 31, 2016",30.06.2023,905172
337800,1094,337800,Gedson Fernandes,Tottenham Hotspur,Portugal Sao Tome and Principe,"Jan 9, 1999","1,84 m",right,Midfielder - Central Midfield,"Jan 15, 2020",30.06.2021,282577
392775,1095,392775,Ryan Sessegnon,Tottenham Hotspur,England,"May 18, 2000","1,78 m",left,Midfielder - Left Midfield,"Aug 8, 2019",30.06.2025,307834
207929,1096,207929,Dele Alli,Tottenham Hotspur,England Nigeria,"Apr 11, 1996","1,88 m",right,Midfielder - Attacking Midfield,"Feb 2, 2015",30.06.2024,6998102
91845,1097,91845,Heung-min Son,Tottenham Hotspur,"Korea, South","Jul 8, 1992","1,84 m",both,Forward - Left Winger,"Aug 28, 2015",30.06.2023,3941131
284165,1098,284165,Steven Bergwijn,Tottenham Hotspur,Netherlands Suriname,"Oct 8, 1997","1,78 m",right,Forward - Left Winger,"Jan 29, 2020",30.06.2025,480577
77100,1099,77100,Lucas Moura,Tottenham Hotspur,Brazil,"Aug 13, 1992","1,72 m",right,Forward - Right Winger,"Jan 31, 2018",30.06.2024,4450053
111630,1100,111630,Erik Lamela,Tottenham Hotspur,Argentina Spain,"Mar 4, 1992","1,84 m",left,Forward - Right Winger,"Aug 30, 2013",30.06.2022,1402720
132098,1101,132098,Harry Kane,Tottenham Hotspur,England,"Jul 28, 1993","1,88 m",right,Forward - Centre-Forward,"Jan 1, 2011",30.06.2024,9572755
192279,1102,192279,Kepa,Chelsea FC,Spain,"Oct 3, 1994","1,86 m",right,Goalkeeper,"Aug 8, 2018",30.06.2025,1284205
19948,1103,19948,Willy Caballero,Chelsea FC,Argentina Spain,"Sep 28, 1981","1,86 m",right,Goalkeeper,"Jul 1, 2017",30.06.2020,no info
86202,1104,86202,Antonio Rüdiger,Chelsea FC,Germany Sierra Leone,"Mar 3, 1993","1,90 m",right,Defender - Centre-Back,"Jul 9, 2017",30.06.2022,1204053
157509,1105,157509,Kurt Zouma,Chelsea FC,France Central African Republic,"Oct 27, 1994","1,90 m",right,Defender - Centre-Back,"Jan 31, 2014",30.06.2023,1481508
196948,1106,196948,Andreas Christensen,Chelsea FC,Denmark,"Apr 10, 1996","1,88 m",right,Defender - Centre-Back,"Jul 1, 2015",30.06.2022,600776
303254,1107,303254,Fikayo Tomori,Chelsea FC,England Canada,"Dec 19, 1997","1,84 m",right,Defender - Centre-Back,"Jul 1, 2017",30.06.2024,502564
181778,1108,181778,Emerson,Chelsea FC,Italy Brazil,"Aug 3, 1994","1,75 m",left,Defender - Left-Back,"Jan 30, 2018",30.06.2022,88
112515,1109,112515,Marcos Alonso,Chelsea FC,Spain,"Dec 28, 1990","1,88 m",left,Defender - Left-Back,"Aug 31, 2016",30.06.2023,1489958
57500,1110,57500,César Azpilicueta,Chelsea FC,Spain,"Aug 28, 1989","1,78 m",right,Defender - Right-Back,"Aug 24, 2012",30.06.2022,2489273
472423,1111,472423,Reece James,Chelsea FC,England,"Dec 8, 1999","1,82 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2025,506750
102017,1112,102017,Jorginho,Chelsea FC,Italy Brazil,"Dec 20, 1991","1,80 m",right,Midfielder - Defensive Midfield,"Jul 14, 2018",30.06.2023,1247361
225083,1113,225083,N'Golo Kanté,Chelsea FC,France Mali,"Mar 29, 1991","1,68 m",right,Midfielder - Central Midfield,"Jul 16, 2016",30.06.2023,6772212
51471,1114,51471,Mateo Kovacic,Chelsea FC,Croatia,"May 6, 1994","1,77 m",right,Midfielder - Central Midfield,"Jul 1, 2019",30.06.2024,4201092
202886,1115,202886,Ruben Loftus-Cheek,Chelsea FC,England,"Jan 23, 1996","1,91 m",right,Midfielder - Central Midfield,"Jan 1, 2015",30.06.2024,114
131978,1116,131978,Ross Barkley,Chelsea FC,England,"Dec 5, 1993","1,85 m",right,Midfielder - Central Midfield,"Jan 5, 2018",30.06.2023,904650
147034,1117,147034,Marco van Ginkel,Chelsea FC,Netherlands,"Dec 1, 1992","1,86 m",right,Midfielder - Central Midfield,"Jul 4, 2013",30.06.2020,466974
198589,1118,198589,Lewis Baker,Chelsea FC,England Jamaica,"Apr 25, 1995","1,82 m",right,Midfielder - Central Midfield,"Jul 1, 2014",30.06.2022,no info
423744,1119,423744,Billy Gilmour,Chelsea FC,Scotland,"Jun 11, 2001","1,70 m",no_info,Midfielder - Central Midfield,"Feb 11, 2020",30.06.2023,475298
222830,1120,222830,Danilo Pantic,Chelsea FC,Serbia,"Oct 26, 1996","1,80 m",right,Midfielder - Central Midfield,"Jul 23, 2015",30.06.2021,26558
346483,1121,346483,Mason Mount,Chelsea FC,England,"Jan 10, 1999","1,78 m",right,Midfielder - Attacking Midfield,"Jul 1, 2019",30.06.2024,844213
392768,1122,392768,Callum Hudson-Odoi,Chelsea FC,England Ghana,"Nov 7, 2000","1,77 m",right,Forward - Left Winger,"Jan 1, 2019",30.06.2024,1123579
315779,1123,315779,Christian Pulisic,Chelsea FC,United States Croatia,"Sep 18, 1998","1,72 m",right,Forward - Right Winger,"Jan 2, 2019",30.06.2024,2481245
52769,1124,52769,Willian,Chelsea FC,Brazil,"Aug 9, 1988","1,75 m",right,Forward - Right Winger,"Aug 28, 2013",30.06.2020,9044567
65278,1125,65278,Pedro,Chelsea FC,Spain,"Jul 28, 1987","1,67 m",both,Forward - Right Winger,"Aug 20, 2015",30.06.2020,no info
331726,1126,331726,Tammy Abraham,Chelsea FC,England Nigeria,"Oct 2, 1997","1,91 m",right,Forward - Centre-Forward,"Jul 1, 2017",30.06.2022,1590786
179184,1127,179184,Michy Batshuayi,Chelsea FC,Belgium DR Congo,"Oct 2, 1993","1,84 m",right,Forward - Centre-Forward,"Jul 3, 2016",30.06.2021,2543917
82442,1128,82442,Olivier Giroud,Chelsea FC,France,"Sep 30, 1986","1,93 m",left,Forward - Centre-Forward,"Jan 31, 2018",30.06.2020,no info
59377,1129,59377,David de Gea,Manchester United,Spain,"Nov 7, 1990","1,89 m",right,Goalkeeper,"Jul 1, 2011",30.06.2023,10976458
30690,1130,30690,Sergio Romero,Manchester United,Argentina Italy,"Feb 22, 1987","1,92 m",right,Goalkeeper,"Jul 27, 2015",30.06.2021,no info
13460,1131,13460,Lee Grant,Manchester United,England,"Jan 27, 1983","1,93 m",right,Goalkeeper,"Jul 3, 2018",30.06.2021,no info
177907,1132,177907,Harry Maguire,Manchester United,England,"Mar 5, 1993","1,94 m",right,Defender - Centre-Back,"Aug 5, 2019",30.06.2025,1746152
184573,1133,184573,Victor Lindelöf,Manchester United,Sweden,"Jul 17, 1994","1,87 m",right,Defender - Centre-Back,"Jul 1, 2017",30.06.2024,1692777
286384,1134,286384,Eric Bailly,Manchester United,Cote d'Ivoire,"Apr 12, 1994","1,87 m",right,Defender - Centre-Back,"Jul 1, 2016",30.06.2022,2291425
117996,1135,117996,Phil Jones,Manchester United,England,"Feb 21, 1992","1,85 m",right,Defender - Centre-Back,"Jul 1, 2011",30.06.2023,1418510
342046,1136,342046,Axel Tuanzebe,Manchester United,England DR Congo,"Nov 14, 1997","1,84 m",right,Defender - Centre-Back,"Jan 1, 2017",30.06.2022,583948
183288,1137,183288,Luke Shaw,Manchester United,England,"Jul 12, 1995","1,81 m",left,Defender - Left-Back,"Jul 1, 2014",30.06.2023,2855810
507700,1138,507700,Brandon Williams,Manchester United,England,"Sep 3, 2000","1,82 m",right,Defender - Left-Back,"Jul 1, 2019",30.06.2022,569702
477758,1139,477758,Aaron Wan-Bissaka,Manchester United,England DR Congo,"Nov 26, 1997","1,83 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2024,1524475
357147,1140,357147,Diogo Dalot,Manchester United,Portugal,"Mar 18, 1999","1,83 m",right,Defender - Right-Back,"Jul 1, 2018",30.06.2023,982559
315131,1141,315131,Timothy Fosu-Mensah,Manchester United,Netherlands Ghana,"Jan 2, 1998","1,90 m",right,Defender - Right-Back,"Jan 1, 2016",30.06.2020,999503
74683,1142,74683,Nemanja Matic,Manchester United,Serbia Slovakia,"Aug 1, 1988","1,94 m",left,Midfielder - Defensive Midfield,"Jul 31, 2017",30.06.2021,1611942
122153,1143,122153,Paul Pogba,Manchester United,France,"Mar 15, 1993","1,91 m",both,Midfielder - Central Midfield,"Aug 9, 2016",30.06.2021,39835796
315969,1144,315969,Scott McTominay,Manchester United,Scotland England,"Dec 8, 1996","1,90 m",right,Midfielder - Central Midfield,"Jul 1, 2017",30.06.2023,1215888
191614,1145,191614,Fred,Manchester United,Brazil,"Mar 5, 1993","1,69 m",left,Midfielder - Central Midfield,"Jul 1, 2018",30.06.2023,1360999
240306,1146,240306,Bruno Fernandes,Manchester United,Portugal,"Sep 8, 1994","1,83 m",right,Midfielder - Attacking Midfield,"Jan 29, 2020",30.06.2025,1723181
203394,1147,203394,Andreas Pereira,Manchester United,Brazil Belgium,"Jan 1, 1996","1,78 m",right,Midfielder - Attacking Midfield,"Jul 1, 2015",30.06.2023,2427374
44068,1148,44068,Juan Mata,Manchester United,Spain,"Apr 28, 1988","1,70 m",left,Midfielder - Attacking Midfield,"Jan 24, 2014",30.06.2021,5274206
319301,1149,319301,Daniel James,Manchester United,Wales England,"Nov 10, 1997","1,70 m",right,Forward - Left Winger,"Jul 1, 2019",30.06.2024,1649910
141660,1150,141660,Jesse Lingard,Manchester United,England,"Dec 15, 1992","1,74 m",right,Forward - Right Winger,"Jul 1, 2012",30.06.2021,6653773
258923,1151,258923,Marcus Rashford,Manchester United,England,"Oct 31, 1997","1,85 m",right,Forward - Centre-Forward,"Jan 1, 2016",30.06.2023,8133958
182877,1152,182877,Anthony Martial,Manchester United,France Guadeloupe,"Dec 5, 1995","1,83 m",right,Forward - Centre-Forward,"Sep 1, 2015",30.06.2024,5669559
532826,1153,532826,Mason Greenwood,Manchester United,England,"Oct 1, 2001","1,81 m",left,Forward - Centre-Forward,"Jul 1, 2019",30.06.2023,1281061
62121,1154,62121,Odion Ighalo,Manchester United,Nigeria Italy,"Jun 16, 1989","1,83 m",right,Forward - Centre-Forward,"Jan 31, 2020",30.06.2020,671505
72476,1155,72476,Bernd Leno,Arsenal FC,Germany,"Mar 4, 1992","1,89 m",right,Goalkeeper,"Jul 1, 2018",30.06.2023,810683
111873,1156,111873,Emiliano Martínez,Arsenal FC,Argentina,"Sep 2, 1992","1,90 m",right,Goalkeeper,"Jul 1, 2012",30.06.2022,376589
220491,1157,220491,Matt Macey,Arsenal FC,England,"Sep 9, 1994","1,99 m",right,Goalkeeper,"Jul 1, 2015",30.06.2020,no info
34322,1158,34322,Sokratis,Arsenal FC,Greece,"Jun 9, 1988","1,86 m",right,Defender - Centre-Back,"Jul 2, 2018",30.06.2021,no info
88590,1159,88590,Shkodran Mustafi,Arsenal FC,Germany Albania,"Apr 17, 1992","1,84 m",right,Defender - Centre-Back,"Aug 30, 2016",30.06.2021,1278853
46741,1160,46741,David Luiz,Arsenal FC,Brazil Portugal,"Apr 22, 1987","1,89 m",right,Defender - Centre-Back,"Aug 8, 2019",30.06.2021,19406808
253341,1161,253341,Rob Holding,Arsenal FC,England,"Sep 20, 1995","1,88 m",right,Defender - Centre-Back,"Jul 22, 2016",30.06.2023,531421
210178,1162,210178,Pablo Marí,Arsenal FC,Spain,"Aug 31, 1993","1,93 m",left,Defender - Centre-Back,"Jan 29, 2020",30.06.2020,1.440.336
300716,1163,300716,Kieran Tierney,Arsenal FC,Scotland Isle of Man,"Jun 5, 1997","1,78 m",left,Defender - Left-Back,"Aug 8, 2019",30.06.2024,579622
94005,1164,94005,Sead Kolasinac,Arsenal FC,Bosnia-Herzegovina Germany,"Jun 20, 1993","1,83 m",left,Defender - Left-Back,"Jul 1, 2017",30.06.2022,1182349
433177,1165,433177,Bukayo Saka,Arsenal FC,England Nigeria,"Sep 5, 2001","1,78 m",left,Midfielder - Left Midfield,"Jul 1, 2019",30.06.2021,349078
191217,1166,191217,Héctor Bellerín,Arsenal FC,Spain,"Mar 19, 1995","1,78 m",right,Defender - Right-Back,"Jul 1, 2014",30.06.2023,3083476
215118,1167,215118,Calum Chambers,Arsenal FC,England,"Jan 20, 1995","1,83 m",right,Defender - Right-Back,"Jul 28, 2014",30.06.2022,1140793
112988,1168,112988,Cédric Soares,Arsenal FC,Portugal Germany,"Aug 31, 1991","1,71 m",right,Defender - Right-Back,"Jan 31, 2020",31.05.2020,566 571
318077,1169,318077,Lucas Torreira,Arsenal FC,Uruguay Spain,"Feb 11, 1996","1,66 m",right,Midfielder - Defensive Midfield,"Jul 10, 2018",30.06.2023,1283578
111455,1170,111455,Granit Xhaka,Arsenal FC,Switzerland,"Sep 27, 1992","1,86 m",left,Midfielder - Defensive Midfield,"Jul 1, 2016",30.06.2023,2053611
465830,1171,465830,Mattéo Guendouzi,Arsenal FC,France Morocco,"Apr 14, 1999","1,84 m",right,Midfielder - Central Midfield,"Jul 11, 2018",30.06.2022,926456
319745,1172,319745,Dani Ceballos,Arsenal FC,Spain,"Aug 7, 1996","1,79 m",right,Midfielder - Central Midfield,"Jul 25, 2019",30.06.2020,1903291
340329,1173,340329,Joe Willock,Arsenal FC,England Montserrat,"Aug 20, 1999","1,79 m",right,Midfielder - Central Midfield,"Jul 1, 2019",-,319188
285845,1174,285845,Ainsley Maitland-Niles,Arsenal FC,England,"Aug 29, 1997","1,80 m",right,Midfielder - Right Midfield,"Jul 1, 2017",30.06.2023,319104
35664,1175,35664,Mesut Özil,Arsenal FC,Germany,"Oct 15, 1988","1,80 m",left,Midfielder - Attacking Midfield,"Sep 2, 2013",30.06.2021,21802574
343052,1176,343052,Nicolas Pépé,Arsenal FC,Cote d'Ivoire France,"May 29, 1995","1,83 m",left,Forward - Right Winger,"Aug 1, 2019",30.06.2024,939302
340325,1177,340325,Reiss Nelson,Arsenal FC,England Zimbabwe,"Dec 10, 1999","1,75 m",right,Forward - Right Winger,"Jul 1, 2019",30.06.2023,588959
93720,1178,93720,Alexandre Lacazette,Arsenal FC,France Guadeloupe,"May 28, 1991","1,76 m",right,Forward - Centre-Forward,"Jul 5, 2017",30.06.2022,3132713
58864,1179,58864,Pierre-Emerick Aubameyang,Arsenal FC,Gabon France,"Jun 18, 1989","1,87 m",right,Forward - Centre-Forward,"Jan 31, 2018",30.06.2021,9348229
655488,1180,655488,Gabriel Martinelli,Arsenal FC,Brazil Italy,"Jun 18, 2001","1,80 m",right,Forward - Centre-Forward,"Jul 2, 2019",30.06.2024,813292
340324,1181,340324,Eddie Nketiah,Arsenal FC,England Ghana,"May 30, 1999","1,80 m",right,Forward - Centre-Forward,"Jan 1, 2019",30.06.2022,220262
16911,1182,16911,Kasper Schmeichel,Leicester City,Denmark,"Nov 5, 1986","1,89 m",right,Goalkeeper,"Jul 1, 2011",30.06.2023,799732
203026,1183,203026,Danny Ward,Leicester City,Wales,"Jun 22, 1993","1,91 m",right,Goalkeeper,"Jul 20, 2018",30.06.2022,no info
2857,1184,2857,Eldin Jakupovic,Leicester City,Switzerland Bosnia-Herzegovina,"Oct 2, 1984","1,91 m",right,Goalkeeper,"Jul 19, 2017",30.06.2020,8008
320141,1185,320141,Caglar Söyüncü,Leicester City,Turkey,"May 23, 1996","1,87 m",right,Defender - Centre-Back,"Aug 9, 2018",30.06.2023,478930
42412,1186,42412,Jonny Evans,Leicester City,Northern Ireland,"Jan 3, 1988","1,88 m",both,Defender - Centre-Back,"Jul 1, 2018",30.06.2021,no info
67252,1187,67252,Ryan Bennett,Leicester City,England,"Mar 6, 1990","1,88 m",right,Defender - Centre-Back,"Jan 31, 2020",31.05.2020,no info
10003,1188,10003,Wes Morgan,Leicester City,Jamaica England,"Jan 21, 1984","1,85 m",right,Defender - Centre-Back,"Jan 30, 2012",30.06.2020,no info
316125,1189,316125,Ben Chilwell,Leicester City,England,"Dec 21, 1996","1,78 m",left,Defender - Left-Back,"Jul 1, 2015",30.06.2024,270818
6636,1190,6636,Christian Fuchs,Leicester City,Austria,"Apr 7, 1986","1,87 m",left,Defender - Left-Back,"Jul 1, 2015",30.06.2020,199501
215876,1191,215876,Ricardo Pereira,Leicester City,Portugal Cape Verde,"Oct 6, 1993","1,75 m",right,Defender - Right-Back,"Jul 1, 2018",30.06.2023,231135
413220,1192,413220,James Justin,Leicester City,England,"Feb 23, 1998","1,83 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2024,28834
274839,1193,274839,Wilfred Ndidi,Leicester City,Nigeria,"Dec 16, 1996","1,83 m",right,Midfielder - Defensive Midfield,"Jan 3, 2017",30.06.2024,503615
341501,1194,341501,Hamza Choudhury,Leicester City,England Bangladesh,"Oct 1, 1997","1,78 m",right,Midfielder - Defensive Midfield,"Jan 1, 2018",30.06.2023,70444
214056,1195,214056,Daniel Amartey,Leicester City,Ghana,"Dec 21, 1994","1,86 m",right,Midfielder - Defensive Midfield,"Jan 22, 2016",30.06.2022,63835
111051,1196,111051,Nampalys Mendy,Leicester City,France Senegal,"Jun 23, 1992","1,67 m",right,Midfielder - Defensive Midfield,"Jul 3, 2016",30.06.2020,24788
249565,1197,249565,Youri Tielemans,Leicester City,Belgium DR Congo,"May 7, 1997","1,76 m",right,Midfielder - Central Midfield,"Jul 8, 2019",30.06.2023,286196
129588,1198,129588,Dennis Praet,Leicester City,Belgium,"May 14, 1994","1,81 m",right,Midfielder - Central Midfield,"Aug 8, 2019",30.06.2024,106.633
73522,1199,73522,Matty James,Leicester City,England,"Jul 22, 1991","1,81 m",right,Midfielder - Central Midfield,"Jul 1, 2012",30.06.2022,no info
61560,1200,61560,Marc Albrighton,Leicester City,England,"Nov 18, 1989","1,75 m",right,Midfielder - Right Midfield,"Jul 1, 2014",30.06.2022,no info
398065,1201,398065,Harvey Barnes,Leicester City,England,"Dec 9, 1997","1,80 m",right,Midfielder - Left Midfield,"Jul 1, 2017",30.06.2024,70681
294057,1202,294057,James Maddison,Leicester City,England,"Nov 23, 1996","1,75 m",right,Midfielder - Attacking Midfield,"Jul 1, 2018",30.06.2023,709253
246579,1203,246579,Bartosz Kapustka,Leicester City,Poland,"Dec 23, 1996","1,79 m",right,Midfielder - Attacking Midfield,"Aug 3, 2016",30.06.2021,249242
292417,1204,292417,Demarai Gray,Leicester City,England Jamaica,"Jun 28, 1996","1,80 m",right,Forward - Left Winger,"Jan 4, 2016",30.06.2021,no info
246968,1205,246968,Ayoze Pérez,Leicester City,Spain,"Jul 29, 1993","1,78 m",right,Forward - Second Striker,"Jul 4, 2019",30.06.2023,183713
197838,1206,197838,Jamie Vardy,Leicester City,England,"Jan 11, 1987","1,79 m",right,Forward - Centre-Forward,"Jul 1, 2012",30.06.2022,1189535
295330,1207,295330,Kelechi Iheanacho,Leicester City,Nigeria,"Oct 3, 1996","1,85 m",left,Forward - Centre-Forward,"Aug 3, 2017",30.06.2022,505008
130164,1208,130164,Jordan Pickford,Everton FC,England,"Mar 7, 1994","1,85 m",left,Goalkeeper,"Jul 1, 2017",30.06.2024,616573
4311,1209,4311,Maarten Stekelenburg,Everton FC,Netherlands,"Sep 22, 1982","1,97 m",right,Goalkeeper,"Jul 1, 2016",30.06.2020,62980
118534,1210,118534,Michael Keane,Everton FC,England Ireland,"Jan 11, 1993","1,88 m",right,Defender - Centre-Back,"Jul 3, 2017",30.06.2022,120067
289446,1211,289446,Yerry Mina,Everton FC,Colombia,"Sep 23, 1994","1,95 m",right,Defender - Centre-Back,"Aug 9, 2018",30.06.2023,3378477
